stt,tên việc,link
16,Senior Odoo Developer,https://vn.joboko.com/viec-lam-senior-odoo-developer-xvi6081075
17,Leader lập trình phần mềm - Back End,https://vn.joboko.com/viec-lam-leader-lap-trinh-phan-mem-back-end-xvi6061831
18,Trưởng nhóm triển khai phần mềm ERP,https://vn.joboko.com/viec-lam-truong-nhom-trien-khai-phan-mem-erp-xvi5832088
19,Quality Control Manual Tester,https://vn.joboko.com/viec-lam-quality-control-manual-tester-xvi6072269
20,Lập trình viên fullstack,https://vn.joboko.com/viec-lam-lap-trinh-vien-fullstack-xvi6064773
21,Nhân viên kinh doanh phần mềm,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-phan-mem-xvi6064081
22,Nhân viên kinh doanh website,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-website-xvi6087704
23,Nhân viên Kỹ thuật công trình,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-cong-trinh-xvi6000293
24,Frontend Dev,https://vn.joboko.com/viec-lam-frontend-dev-xvi6072153
25,Business Analyst,https://vn.joboko.com/viec-lam-business-analyst-xvi6097199
26,Nhân viên Python Developer,https://vn.joboko.com/viec-lam-nhan-vien-python-developer-xvi6017032
27,Thực Tập Sinh Phần Mềm Ứng Dụng Công Nghệ,https://vn.joboko.com/viec-lam-thuc-tap-sinh-phan-mem-ung-dung-cong-nghe-xvi6107119
28,Full-stack Developer PHP/NodeJS/MySQL,https://vn.joboko.com/viec-lam-full-stack-developer-php-nodejs-mysql-xvi5952698
29,Postsales System & Cloud Engineer,https://vn.joboko.com/viec-lam-postsales-system-cloud-engineer-xvi6069862
30,LEADER IT,https://vn.joboko.com/viec-lam-tuyen-dung-leader-it-xvi6082412
31,NHÂN VIÊN IT SEO,https://vn.joboko.com/viec-lam-nhan-vien-it-seo-xvi6081640
32,Giáo Viên Lập Trình,https://vn.joboko.com/viec-lam-giao-vien-lap-trinh-xvi6087989
33,Shopify Backend Developer,https://vn.joboko.com/viec-lam-shopify-backend-developer-xvi6059727
34,"SENIOR FULLSTACK DEVELOPER React.Js, Dotnet - REMOTE NIGHT SHIFT",https://vn.joboko.com/viec-lam-senior-fullstack-developer-react-js-dotnet-remote-night-shift-xvi6061837
35,Odoo Functional Consultant/ Odoo BA,https://vn.joboko.com/viec-lam-odoo-functional-consultant-odoo-ba-xvi6085040
36,Nhân viên Business Analyst / Product Owner Web & App Platform - Marketplace,https://vn.joboko.com/viec-lam-nhan-vien-business-analyst-product-owner-web-app-platform-marketplace-xvi6069428
37,Junior QA/Tester,https://vn.joboko.com/viec-lam-junior-qa-tester-xvi6098019
38,ERP Business Analyst,https://vn.joboko.com/viec-lam-erp-business-analyst-xvi6109169
39,[HCM] PHP Developer,https://vn.joboko.com/viec-lam-hcm-php-developer-xvi6100080
40,Junior QA/Tester,https://vn.joboko.com/viec-lam-juinor-qa-tester-xvi6029754
41,NHÂN VIÊN TƯ VẤN PHẦN MỀM,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-xvi6098124
42,ERP Business Analyst SAP S/4HANA,https://vn.joboko.com/viec-lam-erp-business-analyst-sap-s-4hana-xvi6112163
43,Chuyên Viên Thiết Kế - Mảng BĐS,https://vn.joboko.com/viec-lam-chuyen-vien-thiet-ke-mang-bds-xvi6116263
44,Nhân Viên Kỹ thuật Viên Vi tính,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-vien-vi-tinh-xvi6060459
45,Nhân viên Thi công điện nhẹ ELV,https://vn.joboko.com/viec-lam-nhan-vien-thi-cong-dien-nhe-elv-xvi6092157
46,Technical Support Night Shift,https://vn.joboko.com/viec-lam-technical-support-night-shift-xvi5779409
47,Nhân viên Kinh doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi5891654
48,NHÂN VIÊN HỖ TRỢ KỸ THUẬT PHẦN MỀM BÁN HÀNG,https://vn.joboko.com/viec-lam-nhan-vien-ho-tro-ky-thuat-phan-mem-ban-hang-xvi5939859
49,Remote Senior Data Scientist 6-month contract,https://vn.joboko.com/viec-lam-data-scientist-xvi6066686
50,Freelancer Business Analyst Mid-Senior,https://vn.joboko.com/viec-lam-freelancer-business-analyst-mid-senior-xvi6081194
51,"Senior AI-Driven Fullstack Developer ReactJS, C#",https://vn.joboko.com/viec-lam-senior-ai-driven-fullstack-developer-reactjs-c-xvi6059391
52,Nhân Viên Video Editor Game Mobile,https://vn.joboko.com/viec-lam-nhan-vien-video-editor-game-mobile-xvi6082065
53,Thợ Sửa Chữa - Bảo Dưỡng Xe Ô Tô Tải,https://vn.joboko.com/viec-lam-tho-sua-chua-bao-duong-xe-o-to-tai-xvi6114530
54,Lập Trình Viên Backend ( Java/ Golang),https://vn.joboko.com/viec-lam-lap-trinh-vien-backend-java-golang-xvi6110195
55,Senior Business Development (ESG service),https://vn.joboko.com/viec-lam-senior-business-development-esg-service-xvi6101362
56,Nhân Viên Design,https://vn.joboko.com/viec-lam-nhan-vien-design-xvi6102125
57,New Product Development Specialist,https://vn.joboko.com/viec-lam-new-product-development-specialist-xvi6116939
58,Nhân Viên Kỹ Thuật Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-vien-thong-lap-dat-internet-xvi5524739
59,Nhân Viên Chuyên Sâu Về Truyền Dẫn (Quận Tân Bình),https://vn.joboko.com/viec-lam-nhan-vien-chuyen-sau-ve-truyen-dan-quan-tan-binh-xvi6079081
60,Phó Giám Đốc Kinh Doanh,https://vn.joboko.com/viec-lam-pho-giam-doc-kinh-doanh-xvi6114584
61,Nhân Viên Kỹ Thuật Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-vien-thong-xvi6098206
62,Nhân Viên Kỹ Thuật Viên Viễn Thông Không Yêu Cầu Kinh Nghiệm,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-vien-vien-thong-khong-yeu-cau-kinh-nghiem-tan-binh-tp-ho-chi-minh-di-lam-ngay-xvi5386528
63,Nhân Viên Quản Lý Tài Sản,https://vn.joboko.com/viec-lam-nhan-vien-quan-ly-tai-san-xvi6096804
64,Nhân Viên Điều Hành Viễn Thông,https://vn.joboko.com/viec-lam-nhan-vien-dieu-hanh-vien-thong-xvi6095800
65,Nhân Viên Kỹ Thuật Hạ Tầng,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-ha-tang-xvi6096422
66,Video Editor - Chuyên Viên Quay Dựng Phim,https://vn.joboko.com/viec-lam-video-editor-chuyen-vien-quay-dung-phim-xvi6061304
67,Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi6115137
68,Production Management Staff (Battery Line),https://vn.joboko.com/viec-lam-production-management-staff-battery-line-xvi6115557
69,Nhân Viên Tư Vấn Phần Mềm Lương Upto 30 Triệu,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-phan-mem-luong-upto-30-trieu-xvi6115056
70,"Senior Software Engineer (.NET, ReactJS)",https://vn.joboko.com/viec-lam-senior-software-engineer-net-reactjs-xvi6117374
71,"Data Analytics Specialist (Banking, Card& Loyalty)",https://vn.joboko.com/viec-lam-data-analytics-specialist-banking-card-loyalty-xvi6117182
72,Giám sát IT/ELV (Làm việc tại Hồ Tràm),https://vn.joboko.com/viec-lam-giam-sat-it-elv-lam-viec-tai-ho-tram-xvi6116949
73,Senior Product Development Specialist (Partnership role),https://vn.joboko.com/viec-lam-senior-product-development-specialist-partnership-role-xvi6116772
74,Senior Java Developer_,https://vn.joboko.com/viec-lam-senior-java-developer-xvi6106529
75,Kỹ sư thiết kế phần cứng,https://vn.joboko.com/viec-lam-ky-su-thiet-ke-phan-cung-xvi6116946
76,Information Security Officer,https://vn.joboko.com/viec-lam-information-security-officer-xvi6117081
77,AI Prompt Engineer,https://vn.joboko.com/viec-lam-ai-prompt-engineer-xvi6111260
78,Kỹ Sư Cơ Điện (MEP Engineer),https://vn.joboko.com/viec-lam-ky-su-co-dien-mep-engineer-xvi6105119
79,Tuyển Nhân Viên Kinh Doanh Website,https://vn.joboko.com/viec-lam-tuyen-nhan-vien-kinh-doanh-website-xvi6073425
80,Kỹ Thuật Viên Sửa Chữa Laptop Điện Thoại,https://vn.joboko.com/viec-lam-ky-thuat-vien-sua-chua-laptop-dien-thoai-xvi6089568
81,GRAPHIC DESIGNER (Marketing Agency),https://vn.joboko.com/viec-lam-graphic-designer-marketing-agency-xvi6089206
82,[HCM] BUSINESS DEVELOPMENT SUPERVISOR,https://vn.joboko.com/viec-lam-hcm-business-development-supervisor-xvi6008073
83,IT Manager (CCNA/CCNP/MCSE),https://vn.joboko.com/viec-lam-it-manager-ccna-ccnp-mcse-xvi6076872
84,Chuyên Viên Tư Vấn Giải Pháp (Pre-Sales Engineer),https://vn.joboko.com/viec-lam-chuyen-vien-tu-van-giai-phap-pre-sales-engineer-xvi6107432
85,[HCM] Trung Tâm Anh Ngữ The Enest Tuyển Dụng Thực Tập Sinh Lập Trình Web Part-time/Full-time 2025,https://vn.joboko.com/viec-lam-hcm-trung-tam-anh-ngu-the-enest-tuyen-dung-thuc-tap-sinh-lap-trinh-web-part-time-full-time-2025-xvi6051482
86,CHUYÊN VIÊN PHÂN TÍCH THỐNG KÊ,https://vn.joboko.com/viec-lam-chuyen-vien-phan-tich-thong-ke-xvi5947597
87,Senior IT Specialist,https://vn.joboko.com/viec-lam-senior-it-specialist-xvi6104070
88,Technical Support Engineer (Dynamics 365 - Japanese Speaking),https://vn.joboko.com/viec-lam-technical-support-engineer-dynamics-365-japanese-speaking-xvi6104450
89,Cộng Tác Viên 3D Artist Làm Việc Online,https://vn.joboko.com/viec-lam-cong-tac-vien-3d-artist-lam-viec-online-xvi5856923
90,Kỹ Sư Cơ Điện,https://vn.joboko.com/viec-lam-ky-su-co-dien-xvi6087104
91,"Nhân Viên Digital Marketing Executive (Mảng Game) Tại Quận 7,HCM / Từ 1 Năm Kinh Nghiệm / Thu Nhập Đến 18 Triệu",https://vn.joboko.com/viec-lam-nhan-vien-digital-marketing-executive-mang-game-tai-quan-7-hcm-tu-1-nam-kinh-nghiem-thu-nhap-den-18-trieu-xvi6088889
92,Creative Video Editor Specialist,https://vn.joboko.com/viec-lam-creative-video-editor-specialist-xvi6083092
93,Software Developer (Ruby On Rails),https://vn.joboko.com/viec-lam-software-developer-ruby-on-rails-xvi6113443
94,Junior 3D Artist,https://vn.joboko.com/viec-lam-junior-3d-artist-xvi6060915
95,[HCM] Công Ty Tini Group Tuyển Dụng Head Of Merchant Full-time 2025,https://vn.joboko.com/viec-lam-hcm-cong-ty-tini-group-tuyen-dung-head-of-merchant-full-time-2025-xvi6112924
96,Nhân Viên Vận Hành Máy Bán Hàng Tự Động,https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-may-ban-hang-tu-dong-xvi6111635
97,Nhân Viên Junior 3D Artist,https://vn.joboko.com/viec-lam-nhan-vien-junior-3d-artist-xvi6003248
98,Phó Giám Đốc Kinh Doanh,https://vn.joboko.com/viec-lam-pho-giam-doc-kinh-doanh-xvi6105460
99,Senior AI Engineer,https://vn.joboko.com/viec-lam-senior-ai-engineer-xvi5801268
100,Business Analyst (BA),https://vn.joboko.com/viec-lam-business-analyst-ba-xvi6101393
101,Senior Risk Specialist- Ho Chi Minh- TA084,https://vn.joboko.com/viec-lam-senior-risk-specialist-ho-chi-minh-ta084-xvi6076982
102,CVCC Vận hành ứng dựng/Seinor Operator_TA144,https://vn.joboko.com/viec-lam-cvcc-van-hanh-ung-dung-seinor-operator-ta144-xvi5852863
103,Chuyên viên Cao Cấp Phát triển hệ thống ERP,https://vn.joboko.com/viec-lam-chuyen-vien-cao-cap-phat-trien-he-thong-erp-xvi6082197
104,Low-Code Developer,https://vn.joboko.com/viec-lam-low-code-developer-xvi5935507
105,Senior Manual Tester,https://vn.joboko.com/viec-lam-senior-manual-tester-xvi6028761
106,Thiết Kế Đồ Họa - Graphic Designer,https://vn.joboko.com/viec-lam-thiet-ke-do-hoa-graphic-designer-xvi6103354
107,Senior Java Developer _ TA144,https://vn.joboko.com/viec-lam-senior-java-developer-ta144-xvi5981877
108,Chuyên viên Cao Cấp Phát triển hệ thống ERP,https://vn.joboko.com/viec-lam-chuyen-vien-cao-cap-phat-trien-he-thong-erp-xvi6082196
109,AI Data Science Expert,https://vn.joboko.com/viec-lam-ai-data-science-expert-xvi5812282
110,Odoo Developer Python,https://vn.joboko.com/viec-lam-odoo-developer-python-xvi6104805
111,Video Editor,https://vn.joboko.com/viec-lam-video-editor-xvi6106022
112,Omnichannel Business Development Specialist,https://vn.joboko.com/viec-lam-omnichannel-business-development-specialist-xvi6020602
113,Chuyên viên cao cấp vận hành dịch vụ CNTT - HN/HCM - TA050,https://vn.joboko.com/viec-lam-chuyen-vien-cao-cap-van-hanh-dich-vu-cntt-hn-hcm-ta050-xvi6041975
114,Chuyên Gia Xây Dựng Mô Hình Rủi Ro- Hồ Chí Minh- TA084,https://vn.joboko.com/viec-lam-chuyen-gia-xay-dung-mo-hinh-rui-ro-ho-chi-minh-ta084-xvi5673547
115,Assistant to the General Director (Fluent in Chinese),https://vn.joboko.com/viec-lam-assistant-to-the-general-director-fluent-in-chinese-xvi6111389
116,IT OPS/DevOps - HN/HCM - TA050,https://vn.joboko.com/viec-lam-it-ops-devops-hn-hcm-ta050-xvi6045103
117,Quality Control (QC Tester),https://vn.joboko.com/viec-lam-quality-control-qc-tester-xvi6104959
118,Fullstack Developer (6 months contract),https://vn.joboko.com/viec-lam-fullstack-developer-6-months-contract-xvi6058965
119,Backend Developer,https://vn.joboko.com/viec-lam-backend-developer-aws-xvi5813366
120,Graphic Designer (Key Visual/Social),https://vn.joboko.com/viec-lam-graphic-designer-key-visual-social-xvi6111042
121,Senior MySQL DBA,https://vn.joboko.com/viec-lam-senior-mysql-dba-xvi6109534
122,Chuyên viên Kiểm soát chất lượng sản phẩm công nghệ (Hợp đồng 6 tháng),https://vn.joboko.com/viec-lam-chuyen-vien-kiem-soat-chat-luong-san-pham-cong-nghe-hop-dong-6-thang-xvi6058963
123,Senior Customer Data Platform Executive,https://vn.joboko.com/viec-lam-senior-customer-data-platform-executive-xvi5990382
124,Senior Growth Marketing Specialist,https://vn.joboko.com/viec-lam-senior-growth-marketing-specialist-xvi6075316
125,Nhân Viên Vận Hành Phay CNC (Tuần Ngày Tuần Đêm),https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-phay-cnc-tuan-ngay-tuan-dem-xvi6106279
126,Business Development Manager - Kênh DS - TA161,https://vn.joboko.com/viec-lam-business-development-manager-kenh-ds-ta161-xvi6071100
127,Platform Engineering (AWS),https://vn.joboko.com/viec-lam-platform-engineering-aws-xvi6093482
128,Senior Demand Analyst,https://vn.joboko.com/viec-lam-senior-demand-analyst-xvi5552520
129,Photographer/ Video Editor,https://vn.joboko.com/viec-lam-photographer-video-editor-xvi6107978
130,ERP Manager,https://vn.joboko.com/viec-lam-erp-manager-xvi5889114
131,PHP Backend Developer (PHP Lavarel),https://vn.joboko.com/viec-lam-php-backend-developer-php-lavarel-xvi6106474
132,.Net Developer,https://vn.joboko.com/viec-lam-net-developer-xvi6107941
133,Junior Backend Developer,https://vn.joboko.com/viec-lam-junior-backend-developer-xvi6109264
134,Mobile Developer (Flutter - 6 months contract),https://vn.joboko.com/viec-lam-mobile-developer-flutter-6-months-contract-xvi6089833
135,Junior/Middle Frontend Developer,https://vn.joboko.com/viec-lam-junior-middle-frontend-developer-xvi6107039
136,GIÁO VIÊN GIẢNG DẠY AWS,https://vn.joboko.com/viec-lam-giao-vien-giang-day-aws-xvi6105405
137,Senior Integration Engineer (AWS),https://vn.joboko.com/viec-lam-senior-integration-engineer-aws-xvi6068848
138,Senior Business Intelligence Specialist,https://vn.joboko.com/viec-lam-senior-business-intelligence-specialist-xvi6063545
139,Senior AI Prompt Engineer,https://vn.joboko.com/viec-lam-senior-ai-prompt-engineer-xvi5870590
140,Senior Omnichannel Marketing Specialist,https://vn.joboko.com/viec-lam-senior-omnichannel-marketing-specialist-xvi6004877
141,Customer Data Platform Executive,https://vn.joboko.com/viec-lam-customer-data-platform-executive-xvi6053627
142,Chuyên Viên Media/Video Editor,https://vn.joboko.com/viec-lam-chuyen-vien-media-video-editor-xvi6111514
143,Software Tester Specialist (6 Months Contract),https://vn.joboko.com/viec-lam-software-tester-specialist-6-months-contract-xvi6058881
144,Business Analyst _TA 144,https://vn.joboko.com/viec-lam-business-analyst-ta-144-xvi5981901
145,"Nhân Viên Kinh Doanh GPS, Camera Hành Trình",https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-gps-camera-hanh-trinh-xvi6104806
146,"Chuyen vien co so ha tang Infrastructure, Network",https://vn.joboko.com/viec-lam-chuyen-vien-co-so-ha-tang-infrastructure-network-xvi6098679
147,Chuyên viên Vận hành và Kiểm thử phần mềm,https://vn.joboko.com/viec-lam-chuyen-vien-van-hanh-va-kiem-thu-phan-mem-xvi6061176
148,HOSE TUYỂN DỤNG,https://vn.joboko.com/viec-lam-hose-tuyen-dung-xvi6062628
149,"02 Van hanh va Kiem thu phan mem Tester, QA AC",https://vn.joboko.com/viec-lam-02-van-hanh-va-kiem-thu-phan-mem-tester-qa-ac-xvi6098332
150,Sales & Marketing Executive (Junior Level),https://vn.joboko.com/viec-lam-sales-marketing-executive-junior-level-xvi6070574
151,Nhân viên vận hành trung tâm dữ liệu Phòng Công nghệ thông tin,https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-trung-tam-du-lieu-phong-cong-nghe-thong-tin-xvi6061174
152,Chuyên viên Theo dõi giao dịch,https://vn.joboko.com/viec-lam-chuyen-vien-theo-doi-giao-dich-xvi6061172
153,Tiktok & Creative Executive,https://vn.joboko.com/viec-lam-tiktok-creative-executive-xvi6107253
154,Chuyên viên kinh doanh B2B (Business development) Giải pháp/phần mềm,https://vn.joboko.com/viec-lam-chuyen-vien-kinh-doanh-b2b-business-development-giai-phap-phan-mem-xvi6115705
155,[HCM] Công Ty Công Nghệ Phần Mềm NASANI Tuyển Dụng Thực Tập Sinh Tư Vấn Phát Triển Website Full-time 2025,https://vn.joboko.com/viec-lam-hcm-cong-ty-cong-nghe-phan-mem-nasani-tuyen-dung-thuc-tap-sinh-tu-van-phat-trien-website-full-time-2025-xvi6037365
156,Nhân Viên QC Manual Tester,https://vn.joboko.com/viec-lam-nhan-vien-qc-manual-tester-xvi6106607
157,Technical Lead (Java/Oraccle),https://vn.joboko.com/viec-lam-technical-lead-java-oraccle-xvi6113727
158,Chuyên viên Cơ sở hạ tầng,https://vn.joboko.com/viec-lam-chuyen-vien-co-so-ha-tang-xvi6061187
159,Nhân Viên Tư Vấn Giải Pháp Kỹ Thuật (Presale),https://vn.joboko.com/viec-lam-nhan-vien-tu-van-giai-phap-ky-thuat-presale-xvi6115084
160,IT Team Leader,https://vn.joboko.com/viec-lam-it-team-leader-xvi6113631
161,"Application Development Manager (Java, AWS)",https://vn.joboko.com/viec-lam-application-development-manager-java-aws-xvi6114486
162,Nhân Viên Data Engineer,https://vn.joboko.com/viec-lam-nhan-vien-data-engineer-xvi6098158
163,Business Development Associate,https://vn.joboko.com/viec-lam-business-development-associate-xvi6060402
164,Nhân Viên Vận Hành Máy,https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-may-xvi6081413
165,Video Editor,https://vn.joboko.com/viec-lam-video-editor-xvi6060986
166,Nhân Viên Tư Vấn Kinh Doanh Phần Mềm Bán Hàng - Thu Nhập Trung Bình 20Tr Trở Lên - Quận Bình Thạnh,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-kinh-doanh-phan-mem-ban-hang-thu-nhap-trung-binh-20tr-tro-len-quan-binh-thanh-hcm-xvi5868578
167,Nhân Viên Tư Vấn Không Yêu Cầu Kinh Nghiệm,https://vn.joboko.com/viec-lam-nhan-vien-tu-van-khong-yeu-cau-kinh-nghiem-xvi5879335
168,Nhân Viên Kỹ Thuật Điện,https://vn.joboko.com/viec-lam-nhan-vien-ky-thuat-dien-xvi6102620
169,Chuyên Viên ERP,https://vn.joboko.com/viec-lam-chuyen-vien-erp-xvi6016650
170,[HCM/ĐN] Công Ty Vietnam Booking Tuyển Dụng Nhân Viên Kỹ Thuật/Admin System/It Helpdesk/Quản Lí Social Media Full-time 2025,https://vn.joboko.com/viec-lam-hcm-dn-cong-ty-vietnam-booking-tuyen-dung-nhan-vien-ky-thuat-admin-system-it-helpdesk-quan-li-social-media-full-time-2025-xvi6067723
171,Account Manager,https://vn.joboko.com/viec-lam-account-manager-xvi6104619
172,Kỹ Sư Hệ Thống Chất Lượng / Iso,https://vn.joboko.com/viec-lam-ky-su-he-thong-chat-luong-iso-xvi6097770
173,Senior Business Development Executive (Sales B2B),https://vn.joboko.com/viec-lam-senior-business-development-executive-sales-b2b-xvi5983106
174,"Kỹ Sư Kinh Doanh Tự Động Hoá/Sales Engineer - Làm Việc Tại Hà Nội, Hồ Chí Minh",https://vn.joboko.com/viec-lam-ky-su-kinh-doanh-tu-dong-hoa-sales-engineer-lam-viec-tai-ha-noi-ho-chi-minh-xvi5949843
175,Video Editor - Fresher,https://vn.joboko.com/viec-lam-video-editor-fresher-xvi6060985
176,Tuyển Dụng Nhân Viên CSS (Frontend),https://vn.joboko.com/viec-lam-tuyen-dung-nhan-vien-css-frontend-xvi6078678
177,Senior RPA Developer,https://vn.joboko.com/viec-lam-senior-rpa-developer-xvi6104857
178,Cộng Tác Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng,https://vn.joboko.com/viec-lam-cong-tac-vien-kinh-doanh-phan-mem-quan-ly-ban-hang-xvi6034167
179,Nhân Viên Quay Dựng (Video Editor),https://vn.joboko.com/viec-lam-nhan-vien-quay-dung-video-editor-xvi6100437
180,Full Stack Developer,https://vn.joboko.com/viec-lam-full-stack-developer-xvi6036911
181,Nhân Viên Vận Hành Hệ Thống,https://vn.joboko.com/viec-lam-nhan-vien-van-hanh-he-thong-xvi6096870
182,"Team Lead - Kỹ Sư Phần Mềm Nhúng Phần Mềm Thiết Bị Y Tế (Hệ Điều Hành Thời Gian Thực , Phát Triển UI)",https://vn.joboko.com/viec-lam-team-lead-ky-su-phan-mem-nhung-phan-mem-thiet-bi-y-te-he-dieu-hanh-thoi-gian-thuc-phat-trien-ui-xvi6003616
183,(VN 169) Kỹ Sư Lập Trình CAM,https://vn.joboko.com/viec-lam-vn-169-ky-su-lap-trinh-cam-xvi6100669
184,Chuyên Viên Dự Án [Bảo Trì - Thí Nghiệm],https://vn.joboko.com/viec-lam-chuyen-vien-du-an-bao-tri-thi-nghiem-xvi6102258
185,Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi6077475
186,"Nhân Viên Thiết Kế/ Nghiên Cứu Và Phát Triển Sản Phẩm R&D Phẩm Đèn LED, Thiết Bị Điện",https://vn.joboko.com/viec-lam-nhan-vien-thiet-ke-nghien-cuu-va-phat-trien-san-pham-r-d-pham-den-led-thiet-bi-dien-xvi6112485
187,Tester Ielts Không Yêu Cầu Kinh Nghiệm (Hà Nội & Hồ Chí Minh),https://vn.joboko.com/viec-lam-tester-ielts-khong-yeu-cau-kinh-nghiem-ha-noi-ho-chi-minh-xvi6013272
188,Software Developer PHP / ASP.NET /JAVA,https://vn.joboko.com/viec-lam-software-developer-php-asp-net-java-xvi6099842
189,Data Intelligence Analyst - RED2 Digital agency,https://vn.joboko.com/viec-lam-data-intelligence-analyst-red2-digital-agency-xvi6082195
190,Business Development Executive,https://vn.joboko.com/viec-lam-business-development-executive-ecommerce-xvi5848044
191,Senior Product Manager_ Ứng Dụng SaaS,https://vn.joboko.com/viec-lam-senior-product-manager-ung-dung-saas-xvi5991071
192,Nhân Viên Kinh Doanh,https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-xvi6078681
193,Trưởng Nhóm Lập Trình ERP,https://vn.joboko.com/viec-lam-truong-nhom-lap-trinh-erp-xvi6073511
194,Assistant to the Deputy General Director (Chinese Speaking),https://vn.joboko.com/viec-lam-assistant-to-the-deputy-general-director-chinese-speaking-xvi6094213
195,Kỹ Sư MEP,https://vn.joboko.com/viec-lam-ky-su-mep-xvi6114559
196,"NestJS Backend Developer NodeJS, API, RabbitMQ, Kafka",https://vn.joboko.com/viec-lam-nestjs-backend-developer-nodejs-api-rabbitmq-kafka-xvi5998388
197,Phát Triển Phần Mềm Nhúng,https://vn.joboko.com/viec-lam-phat-trien-phan-mem-nhung-matlab-simulink-xvi5617818
198,Senior Business Development Manager (Media),https://vn.joboko.com/viec-lam-senior-business-development-manager-media-xvi6043816
199,Graphic Design,https://vn.joboko.com/viec-lam-graphic-design-xvi5948782
200,Mobile Developer (Flutter)_Thu Nhập Thỏa Thuận_Quận 1,https://vn.joboko.com/viec-lam-mobile-developer-flutter-thu-nhap-thoa-thuan-quan-1-xvi6107326
201,Marketing Performance (Intern - FullTime),https://vn.joboko.com/viec-lam-marketing-performance-intern-fulltime-xvi6105312
202,Nhân Viên Marketing,https://vn.joboko.com/viec-lam-nhan-vien-marketing-xvi6047975
203,"Nhân Viên Kinh Doanh Thị Trường - Phần Mềm Bán Hàng - Ưu Tiên Nam, Thu Nhập Trung Bình 20 Triệu Trở Lên - Quận Bình Thạnh (HCM)",https://vn.joboko.com/viec-lam-nhan-vien-kinh-doanh-thi-truong-phan-mem-ban-hang-uu-tien-nam-thu-nhap-trung-binh-20-trieu-tro-len-quan-binh-thanh-hcm-xvi5999419
